param n := 500;
param m := 4;


param p :=
1	205
2	205
3	240
4	215
5	190
6	285
7	280
8	230
9	205
10	185
11	225
12	260
13	125
14	245
15	295
16	160
17	350
18	300
19	405
20	420
21	305
22	310
23	345
24	180
25	240
26	480
27	195
28	150
29	140
30	220
31	295
32	195
33	205
34	375
35	260
36	275
37	155
38	235
39	280
40	215
41	215
42	260
43	165
44	150
45	375
46	350
47	220
48	155
49	250
50	165
51	270
52	225
53	225
54	245
55	165
56	340
57	160
58	220
59	165
60	215
61	230
62	260
63	215
64	235
65	260
66	210
67	195
68	260
69	180
70	230
71	380
72	230
73	235
74	210
75	310
76	165
77	410
78	290
79	270
80	230
81	180
82	300
83	140
84	270
85	235
86	205
87	320
88	230
89	200
90	155
91	230
92	335
93	260
94	215
95	215
96	195
97	310
98	285
99	160
100	180
101	85
102	110
103	85
104	75
105	80
106	60
107	75
108	70
109	80
110	85
111	65
112	95
113	75
114	65
115	70
116	60
117	60
118	80
119	60
120	65
121	65
122	70
123	65
124	85
125	65
126	70
127	70
128	60
129	60
130	75
131	65
132	70
133	65
134	60
135	85
136	85
137	60
138	60
139	60
140	70
141	75
142	70
143	60
144	75
145	80
146	65
147	75
148	65
149	65
150	80
151	75
152	60
153	60
154	80
155	60
156	80
157	60
158	65
159	65
160	60
161	65
162	65
163	75
164	80
165	65
166	65
167	70
168	65
169	85
170	65
171	70
172	80
173	65
174	70
175	85
176	65
177	60
178	70
179	70
180	75
181	70
182	70
183	60
184	65
185	85
186	65
187	65
188	60
189	95
190	70
191	60
192	65
193	75
194	90
195	85
196	60
197	70
198	70
199	90
200	85
201	60
202	65
203	60
204	60
205	70
206	70
207	70
208	70
209	60
210	95
211	70
212	65
213	60
214	65
215	60
216	40
217	75
218	65
219	60
220	80
221	70
222	80
223	60
224	70
225	80
226	70
227	75
228	65
229	65
230	65
231	70
232	40
233	80
234	65
235	85
236	70
237	80
238	65
239	90
240	70
241	75
242	60
243	65
244	70
245	75
246	75
247	70
248	60
249	75
250	60
251	70
252	70
253	60
254	70
255	60
256	90
257	75
258	60
259	65
260	60
261	75
262	75
263	60
264	80
265	70
266	70
267	60
268	85
269	80
270	40
271	70
272	65
273	40
274	75
275	60
276	70
277	60
278	65
279	85
280	60
281	65
282	90
283	85
284	75
285	85
286	80
287	85
288	90
289	65
290	65
291	80
292	75
293	75
294	85
295	75
296	80
297	75
298	65
299	80
300	65
301	40
302	70
303	75
304	65
305	90
306	65
307	75
308	80
309	80
310	60
311	40
312	80
313	225
314	210
315	195
316	180
317	150
318	190
319	150
320	255
321	145
322	145
323	150
324	210
325	140
326	260
327	120
328	185
329	255
330	180
331	140
332	185
333	180
334	145
335	230
336	215
337	190
338	140
339	210
340	150
341	195
342	150
343	130
344	180
345	205
346	185
347	130
348	200
349	200
350	140
351	190
352	165
353	130
354	185
355	135
356	150
357	185
358	140
359	115
360	155
361	140
362	160
363	65
364	75
365	130
366	75
367	90
368	65
369	135
370	85
371	75
372	95
373	95
374	185
375	65
376	140
377	70
378	60
379	60
380	75
381	75
382	80
383	75
384	60
385	65
386	70
387	80
388	70
389	65
390	75
391	115
392	150
393	75
394	90
395	75
396	80
397	115
398	75
399	110
400	95
401	75
402	75
403	70
404	60
405	70
406	75
407	70
408	120
409	65
410	110
411	60
412	70
413	60
414	70
415	75
416	145
417	60
418	85
419	110
420	75
421	85
422	70
423	145
424	110
425	195
426	65
427	70
428	65
429	70
430	60
431	90
432	95
433	75
434	65
435	85
436	65
437	70
438	90
439	75
440	80
441	120
442	115
443	85
444	95
445	85
446	120
447	115
448	110
449	95
450	110
451	130
452	115
453	125
454	110
455	130
456	115
457	115
458	75
459	115
460	110
461	120
462	85
463	110
464	90
465	120
466	115
467	85
468	85
469	90
470	130
471	80
472	120
473	80
474	85
475	90
476	130
477	120
478	95
479	115
480	120
481	115
482	120
483	135
484	80
485	130
486	85
487	125
488	120
489	110
490	115
491	135
492	110
493	75
494	95
495	110
496	110
497	130
498	180
499	80
500	75
;
