param n := 100;
param m := 6;


param p :=
1	190
2	315
3	125
4	180
5	295
6	240
7	205
8	210
9	215
10	205
11	195
12	240
13	145
14	280
15	210
16	220
17	200
18	245
19	255
20	180
21	75
22	70
23	65
24	75
25	70
26	70
27	70
28	85
29	65
30	60
31	60
32	75
33	80
34	65
35	75
36	80
37	65
38	60
39	75
40	75
41	70
42	60
43	70
44	70
45	60
46	65
47	65
48	60
49	60
50	60
51	80
52	70
53	85
54	60
55	60
56	75
57	70
58	60
59	95
60	65
61	65
62	110
63	190
64	185
65	230
66	145
67	125
68	165
69	200
70	240
71	160
72	165
73	130
74	85
75	70
76	75
77	95
78	60
79	60
80	65
81	80
82	60
83	115
84	90
85	60
86	75
87	60
88	90
89	95
90	115
91	125
92	115
93	115
94	95
95	110
96	110
97	120
98	130
99	85
100	115
;
