param n := 150;
param m := 9;


param p :=
1	355
2	185
3	190
4	220
5	235
6	310
7	155
8	270
9	185
10	185
11	265
12	245
13	355
14	230
15	200
16	285
17	265
18	210
19	255
20	225
21	380
22	145
23	180
24	240
25	280
26	215
27	255
28	245
29	160
30	295
31	60
32	70
33	75
34	75
35	75
36	70
37	60
38	70
39	70
40	65
41	75
42	65
43	75
44	65
45	70
46	65
47	65
48	70
49	65
50	65
51	80
52	110
53	85
54	65
55	65
56	70
57	60
58	85
59	70
60	75
61	60
62	65
63	75
64	60
65	65
66	40
67	60
68	65
69	85
70	60
71	65
72	65
73	65
74	70
75	65
76	75
77	70
78	85
79	60
80	60
81	60
82	65
83	80
84	65
85	75
86	65
87	65
88	65
89	65
90	80
91	70
92	60
93	80
94	75
95	200
96	155
97	190
98	145
99	200
100	195
101	145
102	220
103	150
104	140
105	160
106	155
107	185
108	155
109	125
110	125
111	140
112	150
113	60
114	95
115	80
116	85
117	65
118	80
119	80
120	90
121	85
122	70
123	75
124	75
125	75
126	90
127	60
128	125
129	75
130	110
131	195
132	125
133	95
134	80
135	110
136	115
137	135
138	125
139	125
140	110
141	95
142	125
143	110
144	85
145	110
146	90
147	75
148	110
149	110
150	90
;
