param n := 400;
param m := 9;


param p :=
1	255
2	245
3	235
4	195
5	155
6	270
7	185
8	265
9	185
10	145
11	230
12	280
13	205
14	400
15	155
16	225
17	220
18	290
19	135
20	255
21	250
22	270
23	275
24	150
25	295
26	190
27	255
28	220
29	155
30	160
31	300
32	135
33	195
34	165
35	230
36	230
37	230
38	155
39	200
40	200
41	245
42	215
43	310
44	235
45	235
46	395
47	255
48	310
49	230
50	285
51	195
52	220
53	225
54	295
55	215
56	260
57	185
58	290
59	320
60	285
61	255
62	245
63	235
64	440
65	265
66	240
67	185
68	230
69	205
70	275
71	285
72	195
73	215
74	240
75	275
76	210
77	335
78	210
79	330
80	190
81	75
82	65
83	70
84	70
85	60
86	70
87	60
88	70
89	75
90	70
91	75
92	60
93	60
94	60
95	60
96	65
97	65
98	65
99	60
100	65
101	60
102	65
103	80
104	75
105	60
106	115
107	90
108	75
109	75
110	70
111	60
112	75
113	80
114	75
115	70
116	60
117	80
118	145
119	65
120	80
121	70
122	75
123	75
124	60
125	60
126	60
127	65
128	70
129	70
130	65
131	65
132	75
133	65
134	60
135	60
136	60
137	80
138	85
139	70
140	70
141	85
142	80
143	80
144	70
145	65
146	85
147	85
148	75
149	80
150	60
151	70
152	60
153	70
154	65
155	60
156	80
157	85
158	90
159	60
160	65
161	80
162	65
163	70
164	60
165	80
166	65
167	90
168	60
169	70
170	95
171	75
172	60
173	85
174	70
175	90
176	70
177	65
178	75
179	75
180	60
181	60
182	60
183	65
184	75
185	60
186	65
187	60
188	65
189	60
190	60
191	75
192	65
193	60
194	110
195	75
196	65
197	60
198	65
199	70
200	75
201	110
202	75
203	70
204	75
205	75
206	65
207	70
208	65
209	80
210	60
211	40
212	60
213	70
214	65
215	75
216	75
217	60
218	85
219	70
220	80
221	75
222	35
223	90
224	75
225	65
226	60
227	70
228	65
229	90
230	70
231	90
232	75
233	65
234	60
235	60
236	70
237	60
238	85
239	70
240	65
241	60
242	60
243	65
244	60
245	75
246	75
247	65
248	75
249	40
250	80
251	155
252	205
253	190
254	185
255	135
256	195
257	190
258	185
259	180
260	180
261	195
262	110
263	160
264	165
265	205
266	165
267	200
268	210
269	230
270	160
271	150
272	195
273	145
274	150
275	205
276	145
277	155
278	180
279	130
280	160
281	145
282	125
283	145
284	160
285	205
286	200
287	155
288	185
289	160
290	195
291	120
292	75
293	90
294	80
295	60
296	80
297	110
298	110
299	110
300	60
301	80
302	70
303	95
304	65
305	70
306	75
307	160
308	90
309	95
310	60
311	95
312	65
313	70
314	65
315	70
316	80
317	70
318	90
319	75
320	65
321	65
322	95
323	120
324	60
325	65
326	60
327	230
328	80
329	80
330	65
331	110
332	115
333	95
334	110
335	120
336	85
337	160
338	115
339	85
340	75
341	95
342	90
343	90
344	65
345	60
346	80
347	85
348	80
349	70
350	95
351	115
352	75
353	135
354	90
355	90
356	85
357	130
358	115
359	150
360	120
361	125
362	95
363	130
364	85
365	85
366	110
367	95
368	85
369	90
370	110
371	110
372	120
373	115
374	135
375	110
376	75
377	130
378	95
379	95
380	85
381	95
382	115
383	95
384	85
385	70
386	115
387	90
388	85
389	110
390	110
391	150
392	110
393	135
394	110
395	90
396	90
397	115
398	135
399	75
400	130
;
